career_title,source,selection,esco_id,isco_group,isco_group_name,essential_skills,optional_skills,has_skill_data,alt_labels,description
animation director,esco,adjacent_tech,key_15765,2654,"Film, stage and related directors and producers",15,26,yes,animation process director; cartoon animation director; animation supervisor; animation technical director; technical animation supervisor; sequence animation director; animation design director; supervising animator,"Animation directors supervise and recruit multimedia artists. They are responsible for the quality of the animation, that the production is delivered on time and within budget."
big data archive librarian,esco,adjacent_tech,key_16114,3433,"Gallery, museum and library technicians",20,49,yes,documentation archivist; computer tape librarian; digital documentation archivist; archive librarian; big data archive librarian; digital archivists,"Big data archive librarians classify, catalogue and maintain libraries of digital media. They also evaluate and comply with metadata standards for digital content and update obsolete data and legacy systems."
digital prototyper,esco,adjacent_tech,key_15469,7532,Garment and related pattern-makers and cutters,14,5,yes,pattern making machine operator; digital pattern maker; digital prototyper; digital prototype technician; digital patternmaker; digital prototype operator,Digital prototypers transform paper pattern into digital form using special computer software. They operate and monitor machines which make different products related to clothing.
3D animator,esco,core_ict,key_16175,2166,Graphic and multimedia designers,13,8,yes,3D animators; computer-generated imagery animator; 3D animator; CGI animator; CGI designer; 3D designer,"3D animators are in charge of animating 3D models of objects, virtual environments, layouts, characters and 3D virtual animated agents."
3D modeller,esco,core_ict,key_17407,2166,Graphic and multimedia designers,14,56,yes,3D modellers; 3D texturing artist; 3D modeler; CGI modeller; computer-generated imagery modeller; 3D artist; 3D developer; 3D specialist,"3D modellers design 3D models of objects, virtual environments, layouts, characters, and 3D virtual animated agents."
animation layout artist,esco,core_ict,key_16964,2166,Graphic and multimedia designers,17,24,yes,layout technical director; layout animator; background layout artist; set up technical director; 2D layout artist; 3D layout artist; 3D layout animator; senior layout artist,"Animation layout artists work with the cameramen and director to coordinate and create optimal 3D animation shots. They translate 2D storyboards into 3D animated shots and are responsible for camera angles, frames and lighting of animation scenes. Animation layout artists decide which action takes place in which animation scene."
animator,esco,core_ict,key_16038,2166,Graphic and multimedia designers,16,29,yes,animators; computer animation artist; animation designer; 3D animation artist; cartoon animator; 2D animator; hand-drawn animator; computer animator,"Animators use software to create animations, these are rapidly sequenced together images to create an illusion of movement."
desktop publisher,esco,core_ict,key_16635,2166,Graphic and multimedia designers,17,20,yes,desktop-publishing editor; web publications designer; financial desktop publisher; desktop publishing graphic designer; DTP operator; advanced desktop publilsher; layout editor; desktop publisher,"Desktop publishers are responsible for the layout of publications. They use computer software to arrange texts, photographs and other materials in a pleasing and readable finished product."
digital artist,esco,core_ict,key_17724,2166,Graphic and multimedia designers,15,12,yes,digital compositor; digital games artist; digital sculptor; computer-generated imagery artist; digital designer and animator; computer artist; digital artist; digital matte painter,"Digital artists create art which applies digital technology as an essential part of the creative process. Digital art is usually created using computers or more specialised digital equipment. It may be enjoyed using the same instruments, shared over the internet, or presented using more traditional media."
digital games designer,esco,core_ict,key_17730,2166,Graphic and multimedia designers,17,77,yes,digital games designers; digital game designer; video games designer; virtual games designer; digital games designer; computer games designer,"Digital games designers develop the layout, logic, concept and gameplay of a digital game. They focus on playfield design, specification writing, and entry of numeric properties that balance and tune the gameplay."
digital media designer,esco,core_ict,key_17722,2166,Graphic and multimedia designers,16,77,yes,interactive media designer; multimedia developer; new media designer; digital media engineer; digital media designers; digital multimedia designer; digital media designer; digital media developer,"Digital media designers create and edit graphics, animations, sound, text and video to assist in the creation of integrated multimedia products. They may perform activities related to the web, social networks, augmented reality and virtual reality but exclude the production of music using physical instruments and complex software sound synthesis tools. Digital media designers may program and build websites, mobile applications and other multimedia products."
gambling games designer,esco,core_ict,key_15378,2166,Graphic and multimedia designers,11,8,yes,"gambling game designer; gambling games creator; lottery games designer; gambling, betting, and lottery games designer; games creator; lottery games creator; games designer; betting games creator","Gambling games designers design innovative gambling, betting and lottery games. They determine the design, gaming rules or structure of a game. Gambling games designers may also demonstrate the game to individuals."
graphic designer,esco,core_ict,key_16452,2166,Graphic and multimedia designers,15,39,yes,commercial graphic designer; commercial designer; graphic designer; graphic design expert; graphics designer; advertising artist; graphic artist; graphic design specialist,"Graphic designers create text and images to communicate ideas. They make visual concepts by hand or using computer software, intended for publishing in paper or online media such as advertisements, websites, and magazines."
illustrator,esco,core_ict,key_15502,2166,Graphic and multimedia designers,16,19,yes,illustrator; medical illustrator; inker; pyrographic artist; comic strip artist; tattoo drawer; court room sketcher; storyboard artist,"Illustrators provide a visual representation that corresponds to the content of the associated text or idea. Illustrators can work for books, magazines, journals, comic books and other publications."
performance lighting designer,esco,core_ict,key_15249,2166,Graphic and multimedia designers,41,27,yes,lighting designer; lighting technician and designer; lighting designer & technician; performance lighting creator; lighting technician & designer; lighting designer and technician; theatre lighting designer,"Performance lighting designers develop a lighting design concept for a performance and supervise the execution of it. Their work is based on research and artistic vision. Their design is influenced by and influences other designs and must be conform with these designs and the overall artistic vision. Therefore, the designers work closely with artistic directors, operators and the artistic team. During rehearsals and performance, they coach the operators to obtain optimal timing and manipulation. Performance lighting designers develop lighting plots, cue lists and other documentation to support the operators and production crew. They sometimes also work as autonomous artists, creating light art outside a performance context."
performance video designer,esco,core_ict,key_17600,2166,Graphic and multimedia designers,27,21,yes,projection & video designer; video designer; graphics and video designer; video & graphics designer; video and projection designer; visual designer; projection designer; projection and video designer,"Performance video designers develop a projected image design concept for a performance and supervise the execution of it. Their work is based on research and artistic vision. Their design is influenced by and influences other designs and must be conform with these designs and the overall artistic vision. Therefore, the designers work closely with artistic directors, operators and the artistic team. Performance video designers prepare media fragments to be used in a performance, which can involve recording, composing, manipulating and editing. They develop plans, mapping, cue lists and other documentation to support the operators and production crew. They sometimes also work as autonomous artists, creating video art outside a performance context."
special effects artist,esco,core_ict,key_17300,2166,Graphic and multimedia designers,16,16,yes,special effect image designer; special effects artist; special effects animator; digital effects specialist; visual effects artist; special effects technician; senior special effects artist; digital effects artist,"Special effects artists create illusions for movies, videos and computer games. They use computer software."
stop-motion animator,esco,core_ict,key_15834,2166,Graphic and multimedia designers,10,16,yes,stop motion animation specialist; 3D stop-motion animator; puppet animator; stop motion animator; stop motion animators; 2D stop-motion animator; stop-motion clay animator; stop-motion animator,Stop-motion animators create animations by using puppets or clay models.
clinical informatics manager,esco,adjacent_tech,key_17978,1342,Health services managers,26,30,yes,clinical informatics manager; health informatics director; clinical informatics director; clinical information systems manager; health informatics manager; manager of clinical informatics; supervisor of clinical informatics; clinical information systems supervisor,"Clinical informatics managers oversee the daily operations of information systems used in a medical institutions. They also carry out research, using their understanding of clinical practices to find ways to improve healthcare services."
data centre operator,esco,core_ict,key_16993,3511,Information and communications technology operations technicians,15,35,yes,data centre operators; data center operator; data center administrator; data centre employee,"Data centre operators maintain computer operations within the data centre. They manage daily activities within the centre to solve problems, maintain the system availability, and evaluate the system's performance."
ICT account manager,esco,core_ict,key_16846,2434,Information and communications technology sales professionals,21,18,yes,IT account manager; ICT account manager; ICT key account manager; IT key account manager; ICT account managers,"ICT account managers build business relationships with customers to facilitate the sale of hardware, software, telecommunications or ICT services. They also identify opportunities and manage sourcing and delivery of products to customers. They achieve sales targets and maintain profitability."
ICT business development manager,esco,core_ict,key_16236,2434,Information and communications technology sales professionals,16,16,yes,IT commercial development manager; IT business development manager; ICT commercial development manager; ICT business development manager; ICT business development managers,"ICT business development managers increase business opportunities for the organisation and develop strategies that will enhance the smooth running of the organisation, product development and product distribution. They negotiate prices and establish contract terms."
ICT presales engineer,esco,core_ict,key_15431,2434,Information and communications technology sales professionals,12,22,yes,ICT presale support; IT presales technician; ICT presales engineer; ICT presales engineers; IT presales engineer; ICT presales technician,"ICT presales engineers actively drive and manage the ICT evaluation stage of the sales process, working in conjunction with the sales team. They provide technical guidance to pre-sales personnel and plan and modify product ICT configurations to meet client requirements. They pursue additional business development opportunities."
technical sales representative in electronic and telecommunications equipment,esco,core_ict,key_16505,2434,Information and communications technology sales professionals,29,0,yes,electronic and telecommunications equipment  field saleswoman; senior technical sales engineer in electronic and telecommunications equipment; graduate technical sales representative in electronic and telecommunications equipment; electronic and telecommunications equipment outside technical sales representative; electronic and telecommunications equipment  inside technical sales representative; trainee technical sales engineer in electronic and telecommunications equipment; electronic and telecommunications equipment field salesman; electronic and telecommunications equipment field salesperson,Technical sales representatives in electronic and telecommunications equipment act for a business to sell its merchandise while providing technical insight for customers.
ICT documentation manager,esco,core_ict,key_16333,1330,Information and communications technology service managers,18,19,yes,technical communication manager; IT documentation manager; documentation manager; ICT documentation manager; ICT documentation managers,"ICT documentation managers are in charge of managing the documentation development process in accordance with legal requirements, standards, organisational policies and goals. They schedule, control and direct the resources, people, funding and facilities of the documentation department (including establishing budgets and timelines, risk analysis and quality management). They also develop documentation standards, structuring methods and media concepts to effectively communicate product concepts and usage."
ICT environmental manager,esco,core_ict,key_17588,1330,Information and communications technology service managers,20,18,yes,information and communication technologies environmental manager; information technologies environmental manager; ICT environment managers; ICT environment manager; IT environmental manager; ICT environmental manager,"ICT environmental managers know the green ICT legal framework, understand the role of the ICT network configurations in the economy and energy resources deployment and evaluate the impact of CO2 footprint of each ICT resource in the organisation's network. They plan and manage the implementation of environmental strategies for ICT networks and systems by conducting applied research, developing organisational policy, and devising strategies to meet sustainability targets. They ensure that the whole organisation uses ICT resources in a way that is as friendly as possible for the environment."
ICT information and knowledge manager,esco,core_ict,key_16741,1330,Information and communications technology service managers,25,15,yes,IT knowledge manager; ICT information and knowledge manager; IT information and knowledge manager; IT information manager; ICT knowledge manager; chief technology officer; ICT information manager,"ICT information and knowledge managers contribute to the definition of organisational information strategy and apply information and knowledge creation, editing, storage, and distribution policies. They manage the maintenance and evolution of structured and unstructured information. They create digital structures to enable exploitation and optimisation of information and knowledge, manage data analysis and enable business intelligence."
ICT operations manager,esco,core_ict,key_17991,1330,Information and communications technology service managers,16,22,yes,IT process manager; systems and networks manager; IT operations manager; data processing manager; ICT acquisitions manager; IT data processing manager; ICT operations managers; ICT operations manager,"ICT operations managers coordinate ICT services and infrastructure ensuring that the organisation has the required infrastructural resources. They also plan and monitor stages of either a business process or a computer process, negotiate contracts and take mitigation action in case of non-fulfilment of agreements. They oversee the day-to-day tasks involving infrastructure components, ICT systems and software."
ICT product manager,esco,core_ict,key_17185,1330,Information and communications technology service managers,22,26,yes,ICT product manager; ICT products manager; ICT products managers; IT product manager; ICT product managers; IT products manager,"ICT product managers analyse and define current and target status for ICT products, services or solutions. They estimate the cost effectiveness, points of risk, opportunities, strengths and weaknesses of products or services provided. ICT product managers create structured plans and establish time scales and milestones, ensuring optimisation of activities and resources."
ICT project manager,esco,core_ict,key_16864,1330,Information and communications technology service managers,21,46,yes,ICT project managers; web project manager; IT project manager; ICT project manager; IT projects manager; web projects manager,"ICT project managers schedule, control and direct the resources, people, funding and facilities to achieve the objectives of ICT projects. They establish budgets and timelines, perform risk analysis and quality management, and complete project closure reports."
ICT vendor relationship manager,esco,core_ict,key_17913,1330,Information and communications technology service managers,19,14,yes,ICT vendor relationship manager; ICT vendor relationship managers; IT vendor relations manager; ICT vendor relationships manager; ICT vendor relations manager; IT vendor relationship manager,"ICT vendor relationship managers establish and maintain positive business relationships between stakeholders (external or internal), by deploying activities which are compliant with organisational processes. They also manage the outsourcing process for the organisation's ICT department and the supply chain communications."
chief data officer,esco,core_ict,key_17855,1330,Information and communications technology service managers,12,43,yes,chief analytics officer; CDO; chief data officer; chief data officers,Chief data officers manage companies' enterprise-wide data administration and data mining functions. They ensure data are used as a strategic business asset at the executive level and implement and support a more collaborative and aligned information management infrastructure for the benefit of the organisation at large.
chief information officer,esco,core_ict,key_16769,1330,Information and communications technology service managers,23,65,yes,chief information officers; CIO; IT director; chief information officer,"Chief information officers define and implement the ICT strategy and governance. They determine necessary resources for the ICT strategy implementation, anticipate ICT market evolutions and company business needs. They contribute to the development of the organisation's strategic plan and ensure that the ICT infrastructure supports the organisation's overall operations and priorities."
chief technology officer,esco,core_ict,key_16667,1330,Information and communications technology service managers,21,58,yes,IT director; CTO; chief technology officer; information technology director; chief technology officers; chief digital officer,"Chief technology officers contribute to a company's technical vision and lead all aspects of technology development, according to its strategic direction and growth objectives. They match technology with business needs."
software manager,esco,core_ict,key_18012,1330,Information and communications technology service managers,21,25,yes,software applications manager; applications manager; ICT applications manager; software managers; soft manager; software manager,Software managers oversee the acquisition and development of software systems in order to provide support to all organisational units. They also monitor the results and quality of the different software solutions and projects implemented in the organisation.
telecommunications manager,esco,core_ict,key_15911,1330,Information and communications technology service managers,10,17,yes,telecommunications development manager; telecommunications technician supervisor; telecommunications installation manager; telecommunications equipment manager; telecommunications project manager; telecommunications systems manager; ICT manager; telecoms manager,"Telecommunications managers coordinate telecommunications staff activities for installing, troubleshooting, repairing and maintaining telecommunications equipment and infrastructure. They oversee the research, evaluation and implementation of new technologies and ensure a safe working environment for the employees. They supervise the inventory of supplies as well as user and customer assistance actions."
ICT help desk agent,esco,core_ict,key_17220,3512,Information and communications technology user support technicians,19,11,yes,ICT help desk agent; IT help desk advisor; ICT helpdesk agent; IT help desk agent; ICT help desk advisor; ICT helpdesk agents; ICT help desk agents; ICT service desk agent,"ICT help desk agents provide technical assistance to computer users, answer questions or solve computer problems for clients via telephone or electronically. They provide assistance concerning the use of computer hardware and software."
ICT help desk manager,esco,core_ict,key_15392,3512,Information and communications technology user support technicians,15,12,yes,software support manager; ICT service desk manager; ICT helpdesk managers; ICT helpdesk manager; technical support manager; ICT help desk managers; ICT help desk manager; IT helpdesk manager,ICT help desk managers monitor the delivery of technical support services to clients according to the predefined deadlines. They plan and organise the user support actions and troubleshoot ICT problems and issues. ICT help desk managers supervise the help desk team ensuring that the customers get the appropriate feedback and support. They also participate in developing customer service guidelines and in reinforcing the team.
ICT security technician,esco,core_ict,key_17142,3512,Information and communications technology user support technicians,18,60,yes,ICT security technician; IT security officer; ICT security officer; ICT security technicians; IT security technician,"ICT security technicians propose and implement necessary security updates and measures whenever is required. They advise, support, inform and provide training and security awareness."
ICT technician,esco,core_ict,key_15934,3512,Information and communications technology user support technicians,21,59,yes,ICT technician; IT officer; computer operator; IT engineer; IT technician; ICT engineer,"ICT technicians install, maintain, repair and operate information systems and any ICT related equipment (laptops, desktops, servers, tablets, smart phones, communications equipment, printers and any piece of computer related peripheral networks), and any type of software (drivers, operating systems, applications)."
ICT trainer,esco,adjacent_tech,key_17083,2356,Information technology trainers,12,30,yes,system trainer; ICT trainer; blended learning trainer; ICT instructor; ICT trainers; distance-learning trainer; IT trainer,"ICT trainers conduct training-needs analysis and design programs to train students in the use of software packages and information systems accordingly. They produce and update existing training materials (content and method), deliver effective training in classroom, online or informally, monitor, evaluate and report effectiveness of training. They maintain and update expertise on specialised ICT subjects and evaluate and report on students' performance."
data protection officer,esco,adjacent_tech,key_15429,2619,Legal professionals not elsewhere classified,27,16,yes,privacy officer; compliance officer data privacy; data protection and security officer; data protection advisor; data protection counsel; legal and data protection officer; GDPR expert; data protection legal advisor,"Data protection officers ensure that the processing of personal data in an organisation is compliant with data protection standards and with the obligations set out in the applicable legislation such as GDPR. They elaborate and implement the organisation policy related to data protection, are responsible for data protection impact assessments and handle complaints and requests from third parties and regulatory agencies. Data protection officers lead investigations into potential data breaches, conduct internal audits and act as point of contact within the organisation on any matters related to the processing of personal data. Data protection officers may develop training programmes and provide training to other employees on data protection procedures."
information manager,esco,adjacent_tech,key_15844,2622,Librarians and related information professionals,14,12,yes,knowledge manager; documentalist; information manager; information officer; information scientist; academic information coordinator,"Information managers are responsible for systems that provide information to people. They assure access to the information in different work environments (public or private) based on theoretical principles and hands-on capabilities in storing, retrieving and communicating information."
data entry supervisor,esco,adjacent_tech,key_17267,3341,Office supervisors,22,20,yes,data processing coordinator; data records supervisor; data entry coordinator; data entry supervisor; data processing supervisor; data control clerk supervisor; data entry clerks supervisor,Data entry supervisors manage the day-to-day operations of data entry staff. They organise the workflow and tasks.
robotics engineering technician,esco,adjacent_tech,key_16637,3119,Physical and engineering science technicians not elsewhere classified,27,34,yes,technician in robotic systems; technician in robotics engineering; robotics engineering technologist; robotics systems technologist; robotics mechanic; robotics engineering technician; automation engineering inspector; robotics inspector,"Robotics engineering technicians collaborate with engineers in the development of robotic devices and applications through a combination of mechanical engineering, electronic engineering, and computer engineering. Robotics engineering technicians build, test, install and calibrate robotic equipment."
industrial robot controller,esco,adjacent_tech,key_16140,3139,Process control technicians not elsewhere classified,12,21,yes,industrial robot operative; industrial robot controller; delta robot controller; robotic equipment operative; industrial robotics controller; robotic equipment controller; robotic welder programmer; industrial robot operator,"Industrial robot controllers operate and monitor industrial robots used in automation processes to perform various manufacturing activities such as lifting, welding and assembling. They ensure that the machines are working correctly and in sync with other industrial robots, maintain and repair defective parts, assess risks and perform tests."
online community manager,esco,adjacent_tech,key_15402,2432,Public relations professionals,47,11,yes,interactive media specialist; online community specialist; social media manager; social media strategist; online community manager; social media reachout manager; online reachout manager; online content and community manager,"Online community managers provide and maintain an interactive environment facilitated by applications such as social media, forums and wikis. They maintain the relations between different digital communities."
ICT research manager,esco,adjacent_tech,key_17073,1223,Research and development managers,18,31,yes,ICT innovation manager; technology innovation manager; IT research manager; ICT research managers; ICT research manager; IT innovation manager,"ICT research managers plan, manage and monitor research activities and evaluate emerging trends in the information and communication technology field to assess their relevance. They also design and oversee staff training on the use of new technology and recommend ways to implement new products and solutions that will maximise benefits for the organisation."
ICT teacher secondary school,esco,adjacent_tech,key_15324,2330,Secondary education teachers,37,22,yes,high school information and communication technology teacher; teacher of ICT in high school; computing teacher; high school ICT and computing teacher; ICT teacher; high school computing teacher; secondary school computing teacher; high school ICT teacher,"ICT teachers at secondary schools provide education to students, commonly children and young adults, in a secondary school setting. They are usually subject teachers, specialised and instructing in their own field of study, ICT. They prepare lesson plans and materials, monitor the studentsâ progress, assist individually when necessary, and evaluate the studentsâ knowledge and performance on the subject of ICT through assignments, tests and examinations."
ICT accessibility tester,esco,core_ict,key_16150,2519,Software and applications developers and analysts not elsewhere classified,20,28,yes,ICT accessibility tester; usability tester; accessibility test specialist; accessibility testers,"ICT accessibility testers evaluate websites, software applications, systems or user interface components with regards to friendliness, operability of the navigation and visibility to all types of users, especially including those with special needs or disabilities."
ICT auditor manager,esco,core_ict,key_16609,2519,Software and applications developers and analysts not elsewhere classified,19,24,yes,IT audit manager; ICT auditor managers; ICT audit manager; ICT auditor manager; information technology audit manager,"ICT auditor managers monitor ICT auditors responsible for auditing information systems, platforms, and operating procedures in accordance with established corporate standards for efficiency, accuracy and security. They evaluate ICT infrastructure in terms of risk to the organisation and establish controls to mitigate loss. They determine and recommend improvements in the current risk management controls and in the implementation of system changes or upgrades."
ICT change and configuration manager,esco,core_ict,key_15891,2519,Software and applications developers and analysts not elsewhere classified,17,20,yes,devops engineer; configuration manager; devops specialist; application lifecycle manager; software change and configuration manager,"ICT change and configuration managers organise and implement a process to manage changes throughout the lifecycle of ICT assets such as software, applications, ICT systems, etc. ICT change and configuration managers have a sound knowledge of the main technologies and processes used in system engineering and to manage the lifecycle of ICT systems and subsystems."
ICT disaster recovery analyst,esco,core_ict,key_15363,2519,Software and applications developers and analysts not elsewhere classified,21,25,yes,IT resilience analyst; disaster recovery officer; ICT resilience analysts; business continuity strategist; ICT disaster recovery analyst; IT disaster recovery analyst; business continuity analyst,"ICT disaster recovery analysts develop, maintain, and implement ICT continuity and disaster recovery strategies and solutions. They support the technical teams, assess the risks, design and develop procedures, documentation and strategies for disaster recovery in order for business functions to continue and recover with a minimal loss of data. They also coordinate the system backups tests and validations."
ICT integration tester,esco,core_ict,key_16566,2519,Software and applications developers and analysts not elsewhere classified,11,25,yes,integration testers; module compatibility tester; compatibility tester; ICT compatibility tester; ICT integration tester; module integration tester; IT compatibility tester,"ICT integration testers perform tests in groups of system components, units or even applications. They group them in larger aggregates and apply integration test plans on them. They oversee the complexity of relations between different components."
ICT quality assurance manager,esco,core_ict,key_17124,2519,Software and applications developers and analysts not elsewhere classified,16,23,yes,ICT quality manager; IT quality assurance manager; ICT quality assurance manager; ICT principal testing manager; principal test manager; ICT test manager; ICT quality assurance managers,"ICT quality assurance managers establish and operate an ICT quality approach through quality management systems, in compliance with internal and external standards and the organisation's culture. They ensure that the management controls are correctly implemented to safeguard asset, data integrity and operations. They focus on the achievement of quality goals, including the maintenance of the external certification according to quality standards and monitor statistics to forecast quality outcomes."
ICT system tester,esco,core_ict,key_16173,2519,Software and applications developers and analysts not elsewhere classified,12,30,yes,ICT systems testers; ICT systems tester; ICT systems test engineer; systems tester; IT system tester; ICT system tester,ICT system testers perform testing activities and some test planning activities. They may also debug and repair ICT systems and components although this mainly corresponds to designers and developers. They ensure that all systems and components function properly before delivering them to internal and external clients.
ICT test analyst,esco,core_ict,key_15292,2519,Software and applications developers and analysts not elsewhere classified,9,27,yes,test designer; ICT test analyst; IT test analyst,"ICT test analysts work in testing environments, assessing products, checking for quality and accuracy, or creating tests scripts. They design tests which are then implemented by testers."
ICT usability tester,esco,core_ict,key_16326,2519,Software and applications developers and analysts not elsewhere classified,17,29,yes,ICT usability tester; usability developer; usability testers; user-friendliness tester; usability specialist,"ICT usability testers ensure compliance with requirements and strive for optimal usability within the software engineering cycle phases (analysis, design, implementation, and deployment). They also work closely with users (analysts) to research for and document user profiles, analyse tasks, workflows, and user scenarios."
data quality specialist,esco,core_ict,key_16532,2519,Software and applications developers and analysts not elsewhere classified,19,18,yes,data quality specialists; data quality expert; data integrity officer; data quality specialist; data quality officer; data integrity specialist,"Data quality specialists review organisation's data for accuracy, recommend enhancements to record systems and data acquisition processes and assess referential and historical integrity of data. They also develop documents and maintain data quality goals and standards and oversee an organisation's data privacy policy and monitor compliance of data flows against data quality standards."
digital games tester,esco,core_ict,key_15797,2519,Software and applications developers and analysts not elsewhere classified,9,25,yes,digital games tester; digital games testers; digital game tester; computer games tester; virtual games tester; video games tester,Digital games testers review and test various genres of digital games by playing them in order to find bugs and glitches within the game's functionality or graphics. They may evaluate the capacity of attraction and playability of games. They may also debug the games themselves.
software tester,esco,core_ict,key_15367,2519,Software and applications developers and analysts not elsewhere classified,10,68,yes,software testing specialist; software testers; soft tester; unit tester; software application tester; module tester; software tester; application software tester,Software testers perform software tests. They may also plan and design them. They may also debug and repair software although this mainly corresponds to designers and developers. They ensure that applications function properly before delivering them to internal and external clients.
blockchain developer,esco,core_ict,key_15607,2512,Software developers,15,16,yes,decentralized ledger technology specialist; DLT specialist; blockchain engineer,"Blockchain developers implement or program blockchain-based software systems based on specifications and designs by using programming languages, tools, and blockchain platforms."
cloud engineer,esco,core_ict,key_15805,2512,Software developers,33,10,yes,cloud-native engineer; cloud software engineer; hybrid cloud engineer; cloud security engineer; cloud computing engineer; cloud solution engineer; cloud infrastructure engineer; cloud developer,"Cloud engineers are responsible for the design, planning, management and maintenance of cloud-based systems. They develop and implement cloud-applications, handle the migration of existing on-premise applications to the cloud, and debug cloud stacks."
software analyst,esco,core_ict,key_15224,2512,Software developers,19,79,yes,programming analyst; software requirement analyst; software analysts; software requirements analyst; analyst of software; software analyst; application analyst; programmer analyst,"Software analysts elicit and prioritise user requirements, produce and document software specifications, test their application, and review them during software development. They act as the interface between the software users and the software development team."
software architect,esco,core_ict,key_17665,2512,Software developers,19,68,yes,software architects; software architect; software designer; application architect,"Software architects create the technical design and the functional model of a software system, based on functional specifications. They also design the architecture of the system or different modules and components related to the business' or customer requirements, technical platform, computer language or development environment."
software developer,esco,core_ict,key_18007,2512,Software developers,24,80,yes,software specialist; software developers; programmer; application software developer; software engineer; solutions developer; applications engineer; developer of software,"Software developers implement or program all kinds of software systems based on specifications and designs by using programming languages, tools, and platforms."
user interface developer,esco,core_ict,key_16804,2512,Software developers,17,81,yes,user interface developers; UI developers; front end developer; user interface engineer; UI programmer; UI developer; user interface developer,"User interface developers implement, code, document and maintain the interface of a software system by using front-end development technologies."
ICT network administrator,esco,core_ict,key_16747,2522,Systems administrators,33,62,yes,network specialist; network support; networks administrator; ICT network administrator; network administrators; network manager,"ICT network administrators maintain operation of a reliable, secure, and efficient data communications network, including LAN, WAN, intranet, and internet. They perform network address assignment, management and implementation of routing protocols such as ISIS, OSPF, BGP, routing table configurations and certain implementations of authentication. They perform maintenance and administration of servers (file servers, VPN gateways, intrusion detection systems), desktop computers, printers, routers, switches, firewalls, phones, IP communications, personal digital assistants, smartphones, software deployment, security updates and patches as well as a vast array of additional technologies inclusive of both hardware and software."
ICT system administrator,esco,core_ict,key_17080,2522,Systems administrators,29,23,yes,IT systems administrator; system and networks administrator; ICT sysadmins; IT system administrator; network administrator; ICT system administrator; server administrator; system and network administrator,"ICT system administrators are responsible for the upkeep, configuration, and reliable operation of computer and network systems, servers, workstations and peripheral devices. They may acquire, install, or upgrade computer components and software; automate routine tasks; write computer programs; troubleshoot; train and supervise staff; and provide technical support. They ensure optimum system integrity, security, backup and performance."
system configurator,esco,core_ict,key_17021,2522,Systems administrators,14,78,yes,systems configurator; system setup professional; system configurator; ICT system configurator; IT system configurator; system configuration professional; system configurators,System configurators tailor a computer system to the organisation's and users' needs. They adjust the base system and software to the needs of the customer. They perform configuration activities and scripting and ensure communication with users.
ICT business analysis manager,esco,core_ict,key_16074,2511,Systems analysts,19,13,yes,IT business analysis director; IT business analysis manager; IT commercial analysis manager; lead IT business analyst; ICT business analysis managers; ICT commercial analysis manager; ICT business analysis manager,ICT business analysis managers identify areas where information system changes are needed to support business plans and monitor the impact in terms of change management. They contribute to the general ICT functional requirements of the business organisation. ICT business analysis managers analyse business needs and translate them into ICT solutions.
ICT business analyst,esco,core_ict,key_18148,2511,Systems analysts,17,19,yes,ICT business analyst; ICT business analysts; business process specialist; IT business analyst,"ICT business analysts are in charge of analysing and designing an organisation's processes and systems, assessing the business model and its integration with technology. They also identify change needs, assess the impact of the change, capture and document requirements and then ensure that these requirements are delivered whilst supporting the business through the implementation process."
ICT consultant,esco,core_ict,key_17301,2511,Systems analysts,21,16,yes,ICT ERP consultant; IT consultant; ICT consultant; ICT advisor; IT advisor,"ICT consultants provide advice on how to optimise the use of existing tools and systems, make recommendations for the development and implementation of a business project or technological solution and contribute to project definitions. They raise awareness on information technology innovations and their potential value to a business. They also participate in the assessment and choice of ICT solutions."
ICT intelligent systems designer,esco,core_ict,key_15816,2511,Systems analysts,28,55,yes,artificial intelligence designer; designer of intelligent systems; intelligent systems designers; intelligent system designer; ICT intelligent systems designer; semantic technologies engineer; machine learning systems designer; linked data engineer,"ICT intelligent systems designers apply methods of artificial intelligence in engineering, robotics and computer science to design programs which simulate intelligence including thinking models, cognitive and knowledge-based systems, problem solving, and decision making. They also integrate structured knowledge into computer systems (ontologies, knowledge bases) in order to solve complex problems normally requiring a high level of human expertise or artificial intelligence methods."
ICT research consultant,esco,core_ict,key_16513,2511,Systems analysts,49,23,yes,ICT research advisor; IT research consultant; IT research advisor; ICT research consultant; ICT research consultants; ICT research specialist; IT research specialist,"ICT research consultants perform targeted ICT research and provide a final report to the client. They also use ICT tools to design questionnaires for surveys, analyse the results, write reports, present the results and make recommendations based on the research findings."
ICT system analyst,esco,core_ict,key_17173,2511,Systems analysts,27,68,yes,ICT system analyst; system analyst; network analyst; ICT systems analyst; systems analyst; IT systems analyst; ICT system analysts; ICT systems analysts,"ICT system analysts specify the system needs to meet the end user requirements. They analyse system functions in order to define their goals or purposes and to discover operations and procedures for accomplishing them most efficiently. They also design new IT solutions to improve business efficiency and productivity, produce outline designs and estimate costs of new systems, specify the operations the system will perform, and the way data will be viewed by the end user. They present the design to the users and work closely with the users to implement the solution."
ICT system architect,esco,core_ict,key_17847,2511,Systems analysts,21,68,yes,ICT systems architects; IT system architect; systems architect; ICT system architect; ICT systems architect; solution architect; IT systems architect; information systems architect,"ICT system architects design architecture, components, modules, interfaces, and data for a multi-components system to meet specified requirements."
