career_title,skill_id,skill_name,relation_type
embedded systems security engineer,identify-ict-system-weaknesses,identify ICT system weaknesses,essential
embedded systems security engineer,perform-ict-security-testing,perform ICT security testing,essential
embedded systems security engineer,identify-ict-security-risks,identify ICT security risks,essential
embedded systems security engineer,organisational-resilience,organisational resilience,optional
embedded systems security engineer,cloud-technologies,cloud technologies,optional
embedded systems security engineer,ict-encryption,ICT encryption,optional
embedded systems security engineer,debug-software,debug software,optional
embedded systems security engineer,develop-creative-ideas,develop creative ideas,optional
embedded systems security engineer,perform-project-management,perform project management,optional
embedded systems security engineer,integrate-system-components,integrate system components,optional
embedded systems security engineer,design-user-interface,design user interface,optional
green ICT consultant,ict-environmental-policies,ICT environmental policies,essential
green ICT consultant,create-project-specifications,create project specifications,essential
green ICT consultant,provide-ict-consulting-advice,provide ICT consulting advice,essential
green ICT consultant,optimise-choice-of-ict-solution,optimise choice of ICT solution,essential
green ICT consultant,apply-business-acumen,apply business acumen,essential
green ICT consultant,consult-with-business-clients,consult with business clients,essential
green ICT consultant,define-technical-requirements,define technical requirements,essential
green ICT consultant,emergent-technologies,emergent technologies,optional
green ICT consultant,ict-sales-methodologies,ICT sales methodologies,optional
green ICT consultant,legal-requirements-of-ict-products,legal requirements of ICT products,optional
green ICT consultant,copyright-legislation,copyright legislation,optional
green ICT consultant,ict-market,ICT market,optional
green ICT consultant,software-components-suppliers,software components suppliers,optional
green ICT consultant,ict-power-consumption,ICT power consumption,optional
green ICT consultant,track-key-performance-indicators,track key performance indicators,optional
sound mastering engineer,audio-technology,audio technology,essential
sound mastering engineer,types-of-audiovisual-formats,types of audiovisual formats,essential
sound mastering engineer,audio-editing-software,audio editing software,essential
sound mastering engineer,audio-mastering,audio mastering,essential
sound mastering engineer,edit-recorded-sound,edit recorded sound,essential
sound mastering engineer,convert-different-audiovisual-formats,convert different audiovisual formats,essential
sound mastering engineer,audio-post-production,audio post-production,optional
blockchain developer,computer-programming,computer programming,essential
blockchain developer,decentralized-application-frameworks,decentralized application frameworks,essential
blockchain developer,principles-of-distributed-ledger-technology,principles of distributed ledger technology,essential
blockchain developer,blockchain-openness,blockchain openness,essential
blockchain developer,software-components-libraries,software components libraries,essential
blockchain developer,ict-debugging-tools,ICT debugging tools,essential
blockchain developer,smart-contract,smart contract,essential
blockchain developer,blockchain-platforms,blockchain platforms,essential
blockchain developer,blockchain-consensus-mechanisms,blockchain consensus mechanisms,essential
blockchain developer,provide-technical-documentation,provide technical documentation,essential
blockchain developer,utilise-computer-aided-software-engineering-tools,utilise computer-aided software engineering tools,essential
blockchain developer,debug-software,debug software,essential
blockchain developer,use-software-design-patterns,use software design patterns,essential
blockchain developer,use-software-libraries,use software libraries,essential
blockchain developer,interpret-technical-requirements,interpret technical requirements,essential
blockchain developer,java-computer-programming,Java (computer programming),optional
blockchain developer,angular,Angular,optional
blockchain developer,javascript,JavaScript,optional
blockchain developer,vyper,Vyper,optional
blockchain developer,solidity,Solidity,optional
blockchain developer,typescript,TypeScript,optional
blockchain developer,data-analytics,data analytics,optional
blockchain developer,c,C++,optional
blockchain developer,cloud-technologies,cloud technologies,optional
blockchain developer,ict-encryption,ICT encryption,optional
blockchain developer,saas-service-oriented-modelling,SaaS (service-oriented modelling),optional
blockchain developer,scala,Scala,optional
blockchain developer,use-markup-languages,use markup languages,optional
blockchain developer,implement-front-end-website-design,implement front-end website design,optional
blockchain developer,adapt-to-changes-in-technological-development-plans,adapt to changes in technological development plans,optional
blockchain developer,design-user-interface,design user interface,optional
data scientist,data-mining,data mining,essential
data scientist,visual-presentation-techniques,visual presentation techniques,essential
data scientist,information-extraction,information extraction,essential
data scientist,statistics,statistics,essential
data scientist,information-categorisation,information categorisation,essential
data scientist,resource-description-framework-query-language,resource description framework query language,essential
data scientist,query-languages,query languages,essential
data scientist,online-analytical-processing,online analytical processing,essential
data scientist,data-models,data models,essential
data scientist,draft-scientific-or-academic-papers-and-technical-documentation,draft scientific or academic papers and technical documentation,essential
data scientist,normalise-data,normalise data,essential
data scientist,manage-research-data,manage research data,essential
data scientist,use-data-processing-techniques,use data processing techniques,essential
data scientist,interpret-current-data,interpret current data,essential
data scientist,interact-professionally-in-research-and-professional-environments,interact professionally in research and professional environments,essential
data scientist,operate-open-source-software,operate open source software,essential
data scientist,establish-data-processes,establish data processes,essential
data scientist,speak-different-languages,speak different languages,essential
data scientist,execute-analytical-mathematical-calculations,execute analytical mathematical calculations,essential
data scientist,use-databases,use databases,essential
data scientist,handle-data-samples,handle data samples,essential
data scientist,manage-findable-accessible-interoperable-and-reusable-data,manage findable accessible interoperable and reusable data,essential
data scientist,build-recommender-systems,build recommender systems,essential
data scientist,perform-data-cleansing,perform data cleansing,essential
data scientist,manage-intellectual-property-rights,manage intellectual property rights,essential
data scientist,design-database-scheme,design database scheme,essential
data scientist,implement-data-quality-processes,implement data quality processes,essential
data scientist,collect-ict-data,collect ICT data,essential
data scientist,think-abstractly,think abstractly,essential
data scientist,mentor-individuals,mentor individuals,essential
data scientist,manage-data-collection-systems,manage data collection systems,essential
data scientist,manage-personal-professional-development,manage personal professional development,essential
data scientist,deliver-visual-presentation-of-data,deliver visual presentation of data,essential
data scientist,report-analysis-results,report analysis results,essential
data scientist,perform-project-management,perform project management,essential
data scientist,manage-open-publications,manage open publications,essential
data scientist,synthesise-information,synthesise information,essential
data scientist,develop-data-processing-applications,develop data processing applications,essential
data scientist,communicate-with-a-non-scientific-audience,communicate with a non-scientific audience ,essential
data scientist,business-intelligence,business intelligence,optional
data scientist,mdx,MDX,optional
data scientist,xquery,XQuery,optional
data scientist,sparql,SPARQL,optional
data scientist,ldap,LDAP,optional
data scientist,unstructured-data,unstructured data,optional
data scientist,linq,LINQ,optional
data scientist,data-quality-assessment,data quality assessment,optional
data scientist,hadoop,Hadoop,optional
data scientist,n1ql,N1QL,optional
data scientist,manage-ict-data-classification,manage ICT data classification,optional
data scientist,use-spreadsheets-software,use spreadsheets software,optional
data scientist,perform-data-mining,perform data mining,optional
data scientist,integrate-ict-data,integrate ICT data,optional
data scientist,manage-ict-data-architecture,manage ICT data architecture,optional
data scientist,define-data-quality-criteria,define data quality criteria,optional
data scientist,design-database-in-the-cloud,design database in the cloud,optional
data scientist,manage-data,manage data,optional
data scientist,create-data-models,create data models,optional
chief ICT security officer,internal-risk-management-policy,internal risk management policy,essential
chief ICT security officer,information-security-strategy,information security strategy,essential
chief ICT security officer,ict-network-security-risks,ICT network security risks,essential
chief ICT security officer,decision-support-systems,decision support systems,essential
chief ICT security officer,ict-security-standards,ICT security standards,essential
chief ICT security officer,attack-vectors,attack vectors,essential
chief ICT security officer,cyber-attack-counter-measures,cyber attack counter-measures,essential
chief ICT security officer,audit-techniques,audit techniques,essential
chief ICT security officer,ict-security-legislation,ICT security legislation,essential
chief ICT security officer,organisational-resilience,organisational resilience,essential
chief ICT security officer,cyber-security,cyber security,essential
chief ICT security officer,data-protection,data protection,essential
chief ICT security officer,information-confidentiality,information confidentiality,essential
chief ICT security officer,manage-it-security-compliances,manage IT security compliances,essential
chief ICT security officer,implement-ict-safety-policies,implement ICT safety policies,essential
chief ICT security officer,ensure-compliance-with-legal-requirements,ensure compliance with legal requirements,essential
chief ICT security officer,monitor-developments-in-field-of-expertise,monitor developments in field of expertise,essential
chief ICT security officer,manage-disaster-recovery-plans,manage disaster recovery plans,essential
chief ICT security officer,implement-ict-risk-management,implement ICT risk management,essential
chief ICT security officer,educate-on-data-confidentiality,educate on data confidentiality,essential
chief ICT security officer,ensure-information-privacy,ensure information privacy,essential
chief ICT security officer,monitor-technology-trends,monitor technology trends,essential
chief ICT security officer,maintain-plan-for-continuity-of-operations,maintain plan for continuity of operations,essential
chief ICT security officer,ensure-cross-department-cooperation,ensure cross-department cooperation,essential
chief ICT security officer,ensure-adherence-to-organisational-ict-standards,ensure adherence to organisational ICT standards,essential
chief ICT security officer,lead-disaster-recovery-exercises,lead disaster recovery exercises,essential
chief ICT security officer,utilise-decision-support-system,utilise decision support system,essential
chief ICT security officer,implement-corporate-governance,implement corporate governance,essential
chief ICT security officer,identify-ict-security-risks,identify ICT security risks,essential
chief ICT security officer,implement-cloud-security-and-compliance,implement cloud security and compliance,optional
chief ICT security officer,computer-forensics,computer forensics,optional
chief ICT security officer,cloud-security-and-compliance,cloud security and compliance,optional
chief ICT security officer,computer-programming,computer programming,optional
chief ICT security officer,software-anomalies,software anomalies,optional
chief ICT security officer,internet-governance,internet governance,optional
chief ICT security officer,ict-communications-protocols,ICT communications protocols,optional
chief ICT security officer,world-wide-web-consortium-standards,World Wide Web Consortium standards,optional
chief ICT security officer,cloud-monitoring-and-reporting,cloud monitoring and reporting,optional
chief ICT security officer,web-application-security-threats,web application security threats,optional
chief ICT security officer,control-objectives-for-information-and-related-technology,control objectives for information and related technology,optional
chief ICT security officer,cloud-technologies,cloud technologies,optional
chief ICT security officer,ict-recovery-techniques,ICT recovery techniques,optional
chief ICT security officer,ict-system-user-requirements,ICT system user requirements,optional
chief ICT security officer,ict-infrastructure,ICT infrastructure,optional
chief ICT security officer,ict-encryption,ICT encryption,optional
chief ICT security officer,internet-of-things,Internet of Things,optional
chief ICT security officer,ict-process-quality-models,ICT process quality models,optional
chief ICT security officer,create-solutions-to-problems,create solutions to problems,optional
chief ICT security officer,assess-ict-knowledge,assess ICT knowledge,optional
chief ICT security officer,conduct-impact-evaluation-of-ict-processes-on-business,conduct impact evaluation of ICT processes on business,optional
chief ICT security officer,manage-staff,manage staff,optional
chief ICT security officer,optimise-choice-of-ict-solution,optimise choice of ICT solution,optional
chief ICT security officer,use-different-communication-channels,use different communication channels,optional
chief ICT security officer,execute-ict-audits,execute ICT audits,optional
chief ICT security officer,safeguard-online-privacy-and-identity,safeguard online privacy and identity,optional
chief ICT security officer,implement-a-virtual-private-network,implement a virtual private network,optional
chief ICT security officer,coordinate-technological-activities,coordinate technological activities,optional
chief ICT security officer,identify-legal-requirements,identify legal requirements,optional
chief ICT security officer,implement-anti-virus-software,implement anti-virus software,optional
chief ICT security officer,manage-digital-identity,manage digital identity,optional
chief ICT security officer,apply-operations-for-an-itil-based-environment,apply operations for an ITIL-based environment,optional
chief ICT security officer,train-employees,train employees,optional
chief ICT security officer,implement-a-firewall,implement a firewall,optional
chief ICT security officer,manage-keys-for-data-protection,manage keys for data protection,optional
enterprise architect,information-architecture,information architecture,essential
enterprise architect,object-oriented-modelling,object-oriented modelling,essential
enterprise architect,legal-requirements-of-ict-products,legal requirements of ICT products,essential
enterprise architect,business-strategy-concepts,business strategy concepts,essential
enterprise architect,ict-project-management-methodologies,ICT project management methodologies,essential
enterprise architect,ict-architectural-frameworks,ICT architectural frameworks,essential
enterprise architect,ict-market,ICT market,essential
enterprise architect,use-an-application-specific-interface,use an application-specific interface,essential
enterprise architect,implement-ict-safety-policies,implement ICT safety policies,essential
enterprise architect,perform-risk-analysis,perform risk analysis,essential
enterprise architect,keep-up-with-the-latest-information-systems-solutions,keep up with the latest information systems solutions,essential
enterprise architect,provide-ict-consulting-advice,provide ICT consulting advice,essential
enterprise architect,align-software-with-system-architectures,align software with system architectures,essential
enterprise architect,manage-ict-data-architecture,manage ICT data architecture,essential
enterprise architect,collect-customer-feedback-on-applications,collect customer feedback on applications,essential
enterprise architect,apply-ict-system-usage-policies,apply ICT system usage policies,essential
enterprise architect,design-information-system,design information system,essential
enterprise architect,review-development-process-of-an-organisation,review development process of an organisation,essential
enterprise architect,perform-project-management,perform project management,essential
enterprise architect,execute-feasibility-study,execute feasibility study,essential
enterprise architect,design-enterprise-architecture,design enterprise architecture,essential
enterprise architect,define-software-architecture,define software architecture,essential
enterprise architect,haskell,Haskell,optional
enterprise architect,incremental-development,Incremental development,optional
enterprise architect,erlang,Erlang,optional
enterprise architect,sas-language,SAS language,optional
enterprise architect,agile-project-management,Agile project management,optional
enterprise architect,ruby-computer-programming,Ruby (computer programming),optional
enterprise architect,common-lisp,Common Lisp,optional
enterprise architect,lisp,Lisp,optional
enterprise architect,business-requirements-techniques,business requirements techniques,optional
enterprise architect,visual-studio-net,Visual Studio .NET,optional
enterprise architect,java-computer-programming,Java (computer programming),optional
enterprise architect,computer-programming,computer programming,optional
enterprise architect,software-architecture-models,software architecture models,optional
enterprise architect,prolog-computer-programming,Prolog (computer programming),optional
enterprise architect,openedge-advanced-business-language,OpenEdge Advanced Business Language,optional
enterprise architect,iterative-development,Iterative development,optional
enterprise architect,javascript,JavaScript,optional
enterprise architect,perl,Perl,optional
enterprise architect,emergent-technologies,emergent technologies,optional
enterprise architect,smalltalk-computer-programming,Smalltalk (computer programming),optional
enterprise architect,php,PHP,optional
enterprise architect,assembly-computer-programming,Assembly (computer programming),optional
enterprise architect,spiral-development,Spiral development,optional
enterprise architect,c-2,C#,optional
enterprise architect,r,R,optional
enterprise architect,groovy,Groovy,optional
enterprise architect,asp-net,ASP.NET,optional
enterprise architect,apl,APL,optional
enterprise architect,waterfall-development,Waterfall development,optional
enterprise architect,unified-modelling-language,unified modelling language,optional
enterprise architect,microsoft-visual-c,Microsoft Visual C++,optional
enterprise architect,typescript,TypeScript,optional
enterprise architect,software-design-methodologies,software design methodologies,optional
enterprise architect,rapid-application-development,Rapid application development,optional
enterprise architect,business-process-modelling,business process modelling,optional
enterprise architect,coffeescript,CoffeeScript,optional
enterprise architect,objective-c,Objective-C,optional
enterprise architect,ml-computer-programming,ML (computer programming),optional
enterprise architect,ajax,AJAX,optional
enterprise architect,c,C++,optional
enterprise architect,sap-r3,SAP R3,optional
enterprise architect,swift-computer-programming,Swift (computer programming),optional
enterprise architect,matlab,MATLAB,optional
enterprise architect,python-computer-programming,Python (computer programming),optional
enterprise architect,scratch-computer-programming,Scratch (computer programming),optional
enterprise architect,process-based-management,Process-based management,optional
enterprise architect,lean-project-management,Lean project management,optional
enterprise architect,agile-development,Agile development,optional
enterprise architect,vbscript,VBScript,optional
enterprise architect,cobol,COBOL,optional
enterprise architect,pascal-computer-programming,Pascal (computer programming),optional
enterprise architect,abap,ABAP,optional
enterprise architect,prototyping-development,Prototyping development,optional
enterprise architect,devops,DevOps,optional
enterprise architect,scala,Scala,optional
enterprise architect,apply-conflict-management,apply conflict management,optional
enterprise architect,manage-staff,manage staff,optional
enterprise architect,optimise-choice-of-ict-solution,optimise choice of ICT solution,optional
enterprise architect,use-different-communication-channels,use different communication channels,optional
enterprise architect,provide-cost-benefit-analysis-reports,provide cost benefit analysis reports,optional
enterprise architect,apply-systemic-design-thinking,apply systemic design thinking,optional
enterprise architect,monitor-technology-trends,monitor technology trends,optional
enterprise architect,apply-information-security-policies,apply information security policies,optional
enterprise architect,coordinate-technological-activities,coordinate technological activities,optional
enterprise architect,analyse-business-requirements,analyse business requirements,optional
enterprise architect,manage-cloud-data-and-storage,manage cloud data and storage,optional
enterprise architect,build-business-relationships,build business relationships,optional
mobile application developer,computer-programming,computer programming,essential
mobile application developer,ict-debugging-tools,ICT debugging tools,essential
mobile application developer,integrated-development-environment-software,integrated development environment software,essential
mobile application developer,mobile-operating-systems,mobile operating systems,essential
mobile application developer,tools-for-software-configuration-management,tools for software configuration management,essential
mobile application developer,internet-of-things,Internet of Things,essential
mobile application developer,migrate-existing-data,migrate existing data,essential
mobile application developer,use-an-application-specific-interface,use an application-specific interface,essential
mobile application developer,develop-automated-migration-methods,develop automated migration methods,essential
mobile application developer,utilise-computer-aided-software-engineering-tools,utilise computer-aided software engineering tools,essential
mobile application developer,debug-software,debug software,essential
mobile application developer,use-software-design-patterns,use software design patterns,essential
mobile application developer,collect-customer-feedback-on-applications,collect customer feedback on applications,essential
mobile application developer,develop-software-prototype,develop software prototype,essential
mobile application developer,interpret-technical-texts,interpret technical texts,essential
mobile application developer,use-software-libraries,use software libraries,essential
mobile application developer,create-flowchart-diagram,create flowchart diagram,essential
mobile application developer,analyse-software-specifications,analyse software specifications,essential
mobile application developer,haskell,Haskell,optional
mobile application developer,kdevelop,KDevelop,optional
mobile application developer,erlang,Erlang,optional
mobile application developer,sas-language,SAS language,optional
mobile application developer,ruby-computer-programming,Ruby (computer programming),optional
mobile application developer,common-lisp,Common Lisp,optional
mobile application developer,apache-maven,Apache Maven,optional
mobile application developer,lisp,Lisp,optional
mobile application developer,visual-studio-net,Visual Studio .NET,optional
mobile application developer,java-computer-programming,Java (computer programming),optional
mobile application developer,prolog-computer-programming,Prolog (computer programming),optional
mobile application developer,openedge-advanced-business-language,OpenEdge Advanced Business Language,optional
mobile application developer,javascript,JavaScript,optional
mobile application developer,perl,Perl,optional
mobile application developer,smalltalk-computer-programming,Smalltalk (computer programming),optional
mobile application developer,php,PHP,optional
mobile application developer,software-anomalies,software anomalies,optional
mobile application developer,xcode,Xcode,optional
mobile application developer,assembly-computer-programming,Assembly (computer programming),optional
mobile application developer,c-2,C#,optional
mobile application developer,r,R,optional
mobile application developer,groovy,Groovy,optional
mobile application developer,asp-net,ASP.NET,optional
mobile application developer,apl,APL,optional
mobile application developer,object-oriented-modelling,object-oriented modelling,optional
mobile application developer,puppet-tools-for-software-configuration-management,Puppet (tools for software configuration management),optional
mobile application developer,staf,STAF,optional
mobile application developer,eclipse-integrated-development-environment-software,Eclipse (integrated development environment software),optional
mobile application developer,ansible,Ansible,optional
mobile application developer,ict-security-legislation,ICT security legislation,optional
mobile application developer,microsoft-visual-c,Microsoft Visual C++,optional
mobile application developer,typescript,TypeScript,optional
mobile application developer,world-wide-web-consortium-standards,World Wide Web Consortium standards,optional
mobile application developer,windows-phone,Windows Phone,optional
mobile application developer,coffeescript,CoffeeScript,optional
mobile application developer,objective-c,Objective-C,optional
mobile application developer,ml-computer-programming,ML (computer programming),optional
mobile application developer,augmented-reality,augmented reality,optional
mobile application developer,ajax,AJAX,optional
mobile application developer,c,C++,optional
mobile application developer,mobile-device-software-frameworks,mobile device software frameworks,optional
mobile application developer,blackberry,BlackBerry,optional
mobile application developer,sap-r3,SAP R3,optional
mobile application developer,swift-computer-programming,Swift (computer programming),optional
mobile application developer,matlab,MATLAB,optional
mobile application developer,salt-tools-for-software-configuration-management,Salt (tools for software configuration management),optional
mobile application developer,python-computer-programming,Python (computer programming),optional
mobile application developer,ios,iOS,optional
mobile application developer,scratch-computer-programming,Scratch (computer programming),optional
mobile application developer,android-mobile-operating-systems,Android (mobile operating systems),optional
mobile application developer,vbscript,VBScript,optional
mobile application developer,cobol,COBOL,optional
mobile application developer,pascal-computer-programming,Pascal (computer programming),optional
mobile application developer,abap,ABAP,optional
mobile application developer,jenkins-tools-for-software-configuration-management,Jenkins (tools for software configuration management),optional
mobile application developer,scala,Scala,optional
mobile application developer,identify-customer-requirements,identify customer requirements,optional
mobile application developer,use-concurrent-programming,use concurrent programming,optional
mobile application developer,use-logic-programming,use logic programming,optional
mobile application developer,use-object-oriented-programming,use object-oriented programming,optional
mobile application developer,use-query-languages,use query languages,optional
mobile application developer,use-automatic-programming,use automatic programming,optional
mobile application developer,develop-creative-ideas,develop creative ideas,optional
mobile application developer,use-functional-programming,use functional programming,optional
mobile application developer,integrate-system-components,integrate system components,optional
mobile application developer,adapt-to-changes-in-technological-development-plans,adapt to changes in technological development plans,optional
mobile application developer,design-user-interface,design user interface,optional
animation director,graphic-design,graphic design,essential
animation director,motion-graphics,motion graphics,essential
animation director,computer-equipment,computer equipment,essential
animation director,ict-software-specifications,ICT software specifications,essential
animation director,multimedia-systems,multimedia systems,essential
animation director,follow-work-schedule,follow work schedule,essential
animation director,manage-budgets,manage budgets,essential
animation director,follow-a-brief,follow a brief,essential
animation director,manage-staff,manage staff,essential
animation director,finish-project-within-budget,finish project within budget,essential
animation director,analyse-the-need-for-technical-resources,analyse the need for technical resources,essential
animation director,hire-new-personnel,hire new personnel,essential
animation director,perform-project-management,perform project management,essential
animation director,adobe-photoshop,Adobe Photoshop,optional
animation director,motion-capture,motion capture,optional
animation director,adobe-illustrator,Adobe Illustrator,optional
animation director,digital-compositing,digital compositing,optional
animation director,gimp-graphics-editor-software,GIMP (graphics editor software),optional
animation director,3d-lighting,3D lighting,optional
animation director,sketchbook-pro,SketchBook Pro,optional
animation director,microsoft-visio,Microsoft Visio,optional
animation director,graphics-editor-software,graphics editor software,optional
animation director,augmented-reality,augmented reality,optional
animation director,synfig,Synfig,optional
animation director,create-3d-environments,create 3D environments,optional
animation director,apply-3d-imaging-techniques,apply 3D imaging techniques,optional
animation director,create-3d-characters,create 3D characters,optional
animation director,manage-contracts,manage contracts,optional
animation director,edit-digital-moving-images,edit digital moving images,optional
animation director,manage-portfolio,manage portfolio,optional
animation director,create-2d-painting,create 2D painting,optional
animation director,render-3d-images,render 3D images,optional
animation director,create-moving-images,create moving images,optional
animation director,develop-animations,develop animations,optional
animation director,design-graphics,design graphics,optional
animation director,operate-3d-computer-graphics-software,operate 3D computer graphics software,optional
digital games tester,digital-game-genres,digital game genres,essential
digital games tester,software-anomalies,software anomalies,essential
digital games tester,levels-of-software-testing,levels of software testing,essential
digital games tester,application-usability,application usability,essential
digital games tester,report-test-findings,report test findings,essential
digital games tester,provide-software-testing-documentation,provide software testing documentation,essential
digital games tester,execute-software-tests,execute software tests,essential
digital games tester,address-problems-critically,address problems critically,essential
digital games tester,replicate-customer-software-issues,replicate customer software issues,essential
digital games tester,agile-project-management,Agile project management,optional
digital games tester,mdx,MDX,optional
digital games tester,principles-of-animation,principles of animation,optional
digital games tester,xquery,XQuery,optional
digital games tester,sparql,SPARQL,optional
digital games tester,ict-debugging-tools,ICT debugging tools,optional
digital games tester,tools-for-ict-test-automation,tools for ICT test automation,optional
digital games tester,human-computer-interaction,human-computer interaction,optional
digital games tester,resource-description-framework-query-language,resource description framework query language,optional
digital games tester,query-languages,query languages,optional
digital games tester,ldap,LDAP,optional
digital games tester,ict-project-management-methodologies,ICT project management methodologies,optional
digital games tester,linq,LINQ,optional
digital games tester,process-based-management,Process-based management,optional
digital games tester,lean-project-management,Lean project management,optional
digital games tester,software-interaction-design,software interaction design,optional
digital games tester,n1ql,N1QL,optional
digital games tester,manage-schedule-of-tasks,manage schedule of tasks,optional
digital games tester,debug-software,debug software,optional
digital games tester,use-scripting-programming,use scripting programming,optional
digital games tester,develop-automated-software-tests,develop automated software tests,optional
digital games tester,develop-ict-test-suite,develop ICT test suite,optional
digital games tester,conduct-ict-code-review,conduct ICT code review,optional
digital games tester,measure-software-usability,measure software usability,optional
digital games tester,perform-software-recovery-testing,perform software recovery testing,optional
cloud engineer,implement-cloud-security-and-compliance,implement cloud security and compliance,essential
cloud engineer,systems-development-life-cycle,systems development life-cycle,essential
cloud engineer,cloud-security-and-compliance,cloud security and compliance,essential
cloud engineer,computer-programming,computer programming,essential
cloud engineer,ict-system-integration,ICT system integration,essential
cloud engineer,cyber-security,cyber security,essential
cloud engineer,cloud-monitoring-and-reporting,cloud monitoring and reporting,essential
cloud engineer,database-development-tools,database development tools,essential
cloud engineer,ict-system-programming,ICT system programming,essential
cloud engineer,cloud-technologies,cloud technologies,essential
cloud engineer,systems-theory,systems theory,essential
cloud engineer,saas-service-oriented-modelling,SaaS (service-oriented modelling),essential
cloud engineer,operating-systems,operating systems,essential
cloud engineer,provide-technical-documentation,provide technical documentation,essential
cloud engineer,plan-migration-to-cloud,plan migration to cloud,essential
cloud engineer,design-cloud-architecture,design cloud architecture,essential
cloud engineer,debug-software,debug software,essential
cloud engineer,align-software-with-system-architectures,align software with system architectures,essential
cloud engineer,do-cloud-refactoring,do cloud refactoring,essential
cloud engineer,respond-to-incidents-in-cloud,respond to incidents in cloud,essential
cloud engineer,design-cloud-networks,design cloud networks,essential
cloud engineer,deploy-cloud-resource,deploy cloud resource,essential
cloud engineer,develop-with-cloud-services,develop with cloud services,essential
cloud engineer,develop-software-prototype,develop software prototype,essential
cloud engineer,design-database-in-the-cloud,design database in the cloud,essential
cloud engineer,interpret-technical-texts,interpret technical texts,essential
cloud engineer,solve-ict-system-problems,solve ICT system problems,essential
cloud engineer,analyse-business-requirements,analyse business requirements,essential
cloud engineer,automate-cloud-tasks,automate cloud tasks,essential
cloud engineer,manage-cloud-data-and-storage,manage cloud data and storage,essential
cloud engineer,design-for-organisational-complexity,design for organisational complexity,essential
cloud engineer,manage-keys-for-data-protection,manage keys for data protection,essential
cloud engineer,analyse-software-specifications,analyse software specifications,essential
cloud engineer,ruby-computer-programming,Ruby (computer programming),optional
cloud engineer,java-computer-programming,Java (computer programming),optional
cloud engineer,ict-security-standards,ICT security standards,optional
cloud engineer,python-computer-programming,Python (computer programming),optional
cloud engineer,ethics,ethics,optional
cloud engineer,design-interaction-model,design interaction model,optional
cloud engineer,perform-data-analysis,perform data analysis,optional
cloud engineer,use-query-languages,use query languages,optional
cloud engineer,apply-risk-management-processes,apply risk management processes,optional
cloud engineer,apply-ict-systems-theory,apply ICT systems theory,optional
ICT intelligent systems designer,information-structure,information structure,essential
ICT intelligent systems designer,systems-development-life-cycle,systems development life-cycle,essential
ICT intelligent systems designer,information-architecture,information architecture,essential
ICT intelligent systems designer,computer-programming,computer programming,essential
ICT intelligent systems designer,data-mining,data mining,essential
ICT intelligent systems designer,visual-presentation-techniques,visual presentation techniques,essential
ICT intelligent systems designer,algorithms,algorithms,essential
ICT intelligent systems designer,artificial-neural-networks,artificial neural networks,essential
ICT intelligent systems designer,information-extraction,information extraction,essential
ICT intelligent systems designer,task-algorithmisation,task algorithmisation,essential
ICT intelligent systems designer,information-categorisation,information categorisation,essential
ICT intelligent systems designer,business-process-modelling,business process modelling,essential
ICT intelligent systems designer,resource-description-framework-query-language,resource description framework query language,essential
ICT intelligent systems designer,unstructured-data,unstructured data,essential
ICT intelligent systems designer,python-computer-programming,Python (computer programming),essential
ICT intelligent systems designer,principles-of-artificial-intelligence,principles of artificial intelligence,essential
ICT intelligent systems designer,data-models,data models,essential
ICT intelligent systems designer,creatively-use-digital-technologies,creatively use digital technologies,essential
ICT intelligent systems designer,use-data-processing-techniques,use data processing techniques,essential
ICT intelligent systems designer,design-process,design process,essential
ICT intelligent systems designer,analyse-big-data,analyse big data,essential
ICT intelligent systems designer,develop-creative-ideas,develop creative ideas,essential
ICT intelligent systems designer,create-data-sets,create data sets,essential
ICT intelligent systems designer,analyse-business-requirements,analyse business requirements,essential
ICT intelligent systems designer,develop-statistical-software,develop statistical software,essential
ICT intelligent systems designer,deliver-visual-presentation-of-data,deliver visual presentation of data,essential
ICT intelligent systems designer,apply-ict-systems-theory,apply ICT systems theory,essential
ICT intelligent systems designer,define-technical-requirements,define technical requirements,essential
ICT intelligent systems designer,haskell,Haskell,optional
ICT intelligent systems designer,erlang,Erlang,optional
ICT intelligent systems designer,sas-language,SAS language,optional
ICT intelligent systems designer,agile-project-management,Agile project management,optional
ICT intelligent systems designer,ruby-computer-programming,Ruby (computer programming),optional
ICT intelligent systems designer,common-lisp,Common Lisp,optional
ICT intelligent systems designer,lisp,Lisp,optional
ICT intelligent systems designer,visual-studio-net,Visual Studio .NET,optional
ICT intelligent systems designer,business-intelligence,business intelligence,optional
ICT intelligent systems designer,java-computer-programming,Java (computer programming),optional
ICT intelligent systems designer,prolog-computer-programming,Prolog (computer programming),optional
ICT intelligent systems designer,openedge-advanced-business-language,OpenEdge Advanced Business Language,optional
ICT intelligent systems designer,javascript,JavaScript,optional
ICT intelligent systems designer,perl,Perl,optional
ICT intelligent systems designer,smalltalk-computer-programming,Smalltalk (computer programming),optional
ICT intelligent systems designer,php,PHP,optional
ICT intelligent systems designer,assembly-computer-programming,Assembly (computer programming),optional
ICT intelligent systems designer,c-2,C#,optional
ICT intelligent systems designer,r,R,optional
ICT intelligent systems designer,groovy,Groovy,optional
ICT intelligent systems designer,sparql,SPARQL,optional
ICT intelligent systems designer,computer-vision,computer vision,optional
ICT intelligent systems designer,microsoft-visual-c,Microsoft Visual C++,optional
